RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7509,15580366,Okechukwu,566,Germany,Male,54,4,1186146,2,1,1,17260162,0
7510,15657228,Anderson,545,Germany,Male,37,9,9582913,2,0,1,10493688,0
7511,15729377,Ku,798,France,Male,36,1,0,2,1,1,1590441,0
7512,15686913,Kung,757,France,Male,38,0,0,1,1,0,8326306,0
7513,15631267,Lu,641,France,Male,50,6,15359073,2,1,1,13091078,0
7514,15632275,Trevisano,718,France,Male,29,2,0,1,1,0,12633672,0
7515,15715907,Onwubiko,699,France,Male,64,9,11310952,1,1,0,279808,1
7516,15764841,Vidler,623,France,Female,35,0,13055724,1,1,1,4788071,0
7517,15748649,Shen,644,France,Male,40,8,9318319,1,1,0,7388249,0
7518,15771409,McGregor,586,France,Male,58,7,15193363,1,1,0,16296005,1
7519,15779207,Nnamdi,500,Germany,Male,30,2,12549564,2,1,1,6880747,0
7520,15814116,Castiglione,583,France,Female,42,7,0,2,1,0,14403905,0
7521,15665087,Bergamaschi,595,Germany,Female,26,8,11854772,1,1,1,15119218,0
7522,15611189,Allingham,670,Spain,Male,43,1,9779221,1,0,0,12022562,0
7523,15729718,Stelzer,610,France,Male,41,6,0,3,0,0,5611881,1
7524,15733602,Rubin,814,Spain,Female,72,2,0,2,0,1,13085303,0
7525,15620103,Ho,660,France,Female,40,8,16718101,1,1,1,18515694,0
7526,15770406,Watson,580,Germany,Male,35,9,12135519,1,0,1,3567145,0
7527,15800554,Perry,850,France,Female,81,1,0,2,1,1,5956824,0
7528,15611409,Sun,676,Spain,Male,35,0,0,2,0,0,13991158,0
7529,15646535,Harrell,578,France,Male,46,5,11322647,1,1,0,5677076,0
7530,15575430,Robson,579,France,Female,33,1,11839275,1,1,1,15756475,0
7531,15711299,Wilson,711,Germany,Female,52,8,14526254,1,0,1,13147331,0
7532,15642063,Kelechi,692,France,Male,40,6,16350516,1,0,0,9042409,0
7533,15706602,Bates,760,Spain,Female,33,1,11811428,2,0,1,15666021,0
7534,15592773,Eberegbulam,630,Germany,Female,51,0,10844923,3,0,0,8837269,1
7535,15786539,Olisaemeka,808,France,Male,32,1,0,2,1,1,4620071,0
7536,15737542,Davey,611,Germany,Female,36,10,10329456,1,1,0,16054812,0
7537,15590234,De Luca,697,France,Female,42,1,0,1,1,0,126283,1
7538,15773776,Ho,655,France,Female,38,6,0,1,1,1,18863928,0
7539,15728082,Vasiliev,601,Spain,Male,28,6,0,2,1,0,1466528,0
7540,15609987,Smith,755,France,Male,42,2,11991912,1,1,0,15686821,0
7541,15735330,Sung,553,France,Male,37,1,0,1,1,0,3046155,0
7542,15649430,White,723,France,Male,28,4,0,2,1,1,12388588,0
7543,15768777,Wang,507,Spain,Female,34,4,0,2,1,1,6068838,0
7544,15777893,Davide,777,France,Male,43,1,0,2,1,0,2178591,0
7545,15791326,Nnamdi,566,France,Male,34,3,0,1,0,0,18813569,0
7546,15615176,Welsh,732,France,Male,26,7,0,2,1,0,15436466,0
7547,15735221,Sousa,697,France,Female,42,10,0,2,1,0,6131215,0
7548,15617991,Andrews,555,France,Male,29,4,12874404,1,1,1,4745493,0
7549,15658504,Chiawuotu,584,Germany,Female,62,9,13772734,2,0,1,1211029,0
7550,15785705,Thomson,705,Germany,Female,44,10,10673158,1,1,0,13741987,1
7551,15801817,Carpenter,688,France,Female,38,7,12354421,1,1,1,15766402,0
7552,15752578,Yefimova,626,France,Female,37,2,13396896,2,1,0,14868965,0
7553,15781574,Ma,636,Spain,Male,76,9,1265346,1,1,1,3978962,0
7554,15792107,Black,719,Spain,Female,35,8,0,1,1,1,1651624,0
7555,15569917,Obijiaku,706,Spain,Male,30,6,8760968,2,0,0,13767455,1
7556,15721504,King,731,Spain,Male,41,3,0,2,1,0,10137172,0
7557,15757306,Miller,738,Spain,Male,49,3,0,3,1,1,6506648,1
7558,15647295,Chin,426,France,Male,34,9,0,2,1,0,10787691,0
7559,15642098,Cox,622,Spain,Female,36,0,108960,2,1,0,1111803,1
7560,15696120,Wallace,701,Spain,Female,30,2,0,2,1,0,11565063,0
7561,15675176,Price,512,France,Male,51,6,14495331,1,1,1,16503517,0
7562,15700046,Yuan,635,France,Male,41,4,10354488,2,1,0,19374655,0
7563,15782089,Mullen,685,France,Male,33,6,0,1,1,0,5845826,0
7564,15706394,Howell,609,France,Male,53,7,0,2,0,1,5233285,0
7565,15759387,McIntosh,598,Germany,Male,38,1,10148718,1,1,1,759591,1
7566,15623369,Clifton,708,France,Male,52,10,10535581,1,1,0,12307,1
7567,15732943,Okwuoma,574,Spain,Male,36,4,779675,1,1,0,16706695,1
7568,15750545,Chidiebere,629,France,Male,44,5,0,4,0,0,11757259,1
7569,15809909,Fan,422,Spain,Female,54,4,0,2,1,1,716671,0
7570,15642448,Onyemauchechukwu,656,Spain,Male,28,8,12004777,1,1,1,13717339,0
7571,15791944,Harker,697,France,Male,32,7,17546485,3,1,0,11644242,1
7572,15768342,Bolton,718,France,Male,52,8,794753,3,1,1,3242132,1
7573,15567919,Lazarev,586,Germany,Male,37,8,16773569,2,0,1,10466579,0
7574,15674750,Alexeyeva,481,Spain,Female,37,8,0,2,1,0,4421586,0
7575,15778345,Stevens,749,France,Female,33,1,7438598,1,1,0,2016447,0
7576,15687634,Glover,561,Germany,Male,49,5,94754,1,1,1,2669131,0
7577,15666096,Ibekwe,676,Spain,Male,27,4,0,1,0,1,10795567,0
7578,15581700,Paterson,615,Germany,Male,43,3,8692086,1,1,1,15004837,0
7579,15656417,Marsh,582,France,Female,39,1,13207748,2,1,0,19225515,0
7580,15649101,Reeves,601,France,Male,40,10,12784786,1,0,0,17324568,0
7581,15781975,Rees,708,France,Male,34,3,0,1,0,1,12145788,1
7582,15700511,Hanson,708,Germany,Male,42,9,17670236,2,1,1,10480474,0
7583,15770255,Onwughara,797,Germany,Female,33,10,8355558,1,0,0,6976714,0
7584,15643574,Odinakachukwu,682,France,Male,26,8,0,2,1,0,17837343,0
7585,15595010,Huang,694,Spain,Female,39,9,0,2,0,0,9992404,0
7586,15580579,Trevisani,490,France,Female,40,1,0,1,1,1,4959419,1
7587,15748532,Dale,828,Spain,Male,42,10,0,1,1,1,18607114,0
7588,15773789,Pavlova,594,Spain,Female,38,7,9685835,1,1,0,7751145,0
7589,15600027,Meng,579,Spain,Male,33,1,0,2,1,1,5481657,0
7590,15620832,Dean,723,France,Female,35,0,0,2,0,1,6129099,0
7591,15568819,Chiganu,619,Germany,Female,42,8,13279604,3,1,1,19182135,1
7592,15748691,Lung,794,Spain,Female,30,1,15497054,1,0,1,15676845,0
7593,15583552,Donaldson,674,Germany,Male,44,3,8890221,1,1,0,7373132,0
7594,15588019,Li Fonti,418,France,Male,28,7,9873892,1,1,0,12219022,0
7595,15713250,Izmailova,502,France,Male,33,8,0,2,1,1,12350901,0
7596,15569595,Walker,678,France,Female,50,6,0,1,1,0,81995,0
7597,15794868,Nnonso,599,Germany,Male,40,10,13745628,2,1,1,1411311,0
7598,15576680,Stevenson,736,France,Male,29,4,0,2,0,0,5170501,0
7599,15613699,Schnaars,430,France,Female,60,7,7393702,1,1,0,16193762,1
7600,15609758,Geoghegan,537,France,Female,45,7,15862104,1,1,0,12089296,1
7601,15762392,Ilyina,683,Spain,Male,30,1,1132572,1,1,1,6503502,0
7602,15693382,Muir,828,France,Male,31,9,0,1,0,1,16425737,0
7603,15791769,Gardener,691,France,Female,29,9,11653643,1,1,0,5198799,0
7604,15712483,Chidi,608,Spain,Female,28,4,0,2,1,0,1089963,1
7605,15636454,Fu,691,France,Female,60,6,10107069,1,1,0,1773558,1
7606,15710138,Sun,718,Spain,Male,39,6,0,2,0,1,638891,0
7607,15571571,Ting,680,Germany,Female,31,3,12733146,3,1,1,1764336,0
7608,15638751,Ashton,838,Spain,Female,41,5,0,2,1,0,8131351,0
7609,15598574,Uwakwe,695,Spain,Female,31,5,0,2,0,1,1399888,0
7610,15796787,Vassiliev,681,France,Male,46,0,10596942,1,1,0,577156,0
7611,15615670,Kazakova,762,France,Male,36,5,11954746,1,1,1,4269365,0
7612,15705506,Perry,751,Spain,Male,38,7,0,2,0,0,9083961,0
7613,15599535,Howell,678,Spain,Male,28,5,13866818,1,1,1,5414401,0
7614,15768449,Ricci,634,France,Female,37,7,515825,2,1,1,18431288,0
7615,15725002,Smith,749,France,Male,37,7,0,2,1,0,2030679,0
7616,15611682,Rossi,590,Spain,Male,37,6,16990292,1,1,1,12825618,0
7617,15749964,Jones,610,France,Female,27,4,872624,2,1,0,18272007,0
7618,15678779,Quezada,502,France,Male,33,7,0,2,0,1,408252,0
7619,15752601,McCulloch,578,France,Female,40,7,0,2,0,0,10223373,0
7620,15758477,Tobeolisa,547,France,Female,32,2,0,2,1,0,13200283,0
7621,15629133,Black,579,France,Female,27,9,0,2,1,0,1268387,0
7622,15604963,Fraser,661,France,Male,39,5,0,2,0,0,18146146,0
7623,15796413,Green,794,France,Male,46,6,0,2,1,0,19532574,0
7624,15812470,Allan,719,France,Male,61,5,0,2,0,1,2913243,0
7625,15587443,Akudinobi,728,France,Female,69,1,0,2,1,1,13180486,0
7626,15689692,Walker,598,Germany,Male,19,3,15034837,1,1,1,17378404,0
7627,15779586,Olisaemeka,822,Germany,Female,46,3,11507402,2,1,0,2624986,0
7628,15667588,Arcuri,670,Spain,Female,40,3,0,1,1,1,18265015,0
7629,15624423,Liu,850,France,Male,28,8,9998698,1,1,0,19658255,0
7630,15591107,Flemming,723,Germany,Female,68,3,110357,1,0,0,14197754,1
7631,15748986,Bischof,705,Germany,Male,42,8,16668592,2,1,1,5531351,0
7632,15793896,John,677,Spain,Male,40,7,953128,1,1,1,6294475,0
7633,15620570,Sinnett,736,France,Male,43,4,20244347,1,1,0,7237503,0
7634,15727811,Ts'ui,661,Germany,Female,47,0,10949362,1,0,0,18832401,1
7635,15707681,Pokrovsky,501,Germany,Male,38,9,8897739,2,0,1,13340307,0
7636,15702030,Azarov,516,France,Female,29,2,10498257,1,1,0,1573785,0
7637,15673238,McCarthy,517,Germany,Female,59,8,15411099,2,1,0,10124008,1
7638,15604196,Simpson,766,France,Male,32,6,18571428,1,1,1,1025025,0
7639,15769356,Stevenson,520,Germany,Female,23,3,11602253,2,1,1,3757766,0
7640,15665590,Moore,541,France,Male,46,6,0,2,1,1,8345667,0
7641,15572361,Chill,790,Germany,Female,34,2,16401148,1,1,0,19942041,0
7642,15667460,Moore,797,France,Male,31,9,0,2,1,1,2474889,0
7643,15654760,Su,811,France,Male,40,1,10151489,1,1,1,121765,0
7644,15632669,Rees,722,Spain,Female,32,4,0,2,1,1,11366648,0
7645,15613673,Lung,675,France,Male,28,9,0,1,1,0,13411093,0
7646,15698522,Thomas,660,Germany,Male,39,9,13459933,2,1,0,18309587,0
7647,15741633,Fuller,566,Spain,Male,32,10,14751126,1,1,1,15989103,0
7648,15674583,Trevisani,768,France,Male,25,0,7839608,1,1,1,831619,0
7649,15665374,Dumolo,610,Spain,Female,31,5,0,2,0,0,6373636,0
7650,15588854,Wu,715,France,Female,31,3,11058129,1,1,1,9471524,0
7651,15810716,Kerr,750,Germany,Male,42,8,15183636,2,1,0,6869538,0
7652,15776921,Geoghegan,431,Germany,Male,45,5,8362455,2,0,0,3689962,0
7653,15569394,Bailey,704,France,Male,24,2,14819715,2,1,0,18277508,0
7654,15788215,Hsia,535,Spain,Female,30,5,12292475,1,0,0,6239059,1
7655,15641007,Holden,614,France,Female,38,4,72594,1,1,1,7604248,0
7656,15594651,Milani,748,France,Male,38,4,11522136,1,0,1,7095675,0
7657,15575146,Jamieson,492,Germany,Male,51,8,11780874,2,1,1,6731112,0
7658,15608916,Ndubueze,573,France,Male,40,7,14775468,1,1,1,11045446,0
7659,15666297,Abramova,706,Spain,Female,53,3,0,3,0,0,8847902,1
7660,15598586,Wetherspoon,680,France,Male,31,10,11329217,1,1,1,12263973,0
7661,15665014,Middleton,458,Spain,Male,36,5,0,2,1,0,7972378,0
7662,15701738,Arcuri,612,Germany,Male,44,2,11516338,1,1,1,9767752,1
7663,15650591,Calabrese,809,Germany,Male,50,10,11809862,1,1,1,10072002,1
7664,15652667,Hampton,590,France,Male,39,9,0,2,1,1,10473052,0
7665,15679622,Clayton,602,France,Male,35,8,0,1,1,1,2249929,0
7666,15730150,Otutodilichukwu,540,Spain,Male,37,0,1208257,1,1,0,2825789,0
7667,15813192,Chukwuemeka,494,France,Male,25,6,0,2,0,1,10998809,0
7668,15606554,Douglas,797,France,Male,29,1,0,1,0,1,14999132,0
7669,15611794,Galloway,526,Germany,Male,61,6,13384528,2,1,1,451808,0
7670,15672357,Sochima,631,Spain,Male,38,7,0,2,1,0,18160585,0
7671,15711759,Wilkins,576,France,Female,29,5,10854104,1,1,1,12646909,0
7672,15615296,Rice,405,France,Male,39,10,0,1,1,0,16081085,1
7673,15699294,Pope,555,France,Male,30,1,0,2,0,0,8814686,0
7674,15788634,Romani,750,Spain,Female,37,2,11381706,1,0,0,8833374,0
7675,15660871,Ch'ang,665,France,Male,28,8,13730023,1,1,0,9017483,0
7676,15618258,Chizuoke,640,Spain,Male,37,5,15802438,1,1,0,8129809,0
7677,15722535,Ireland,457,France,Female,33,7,12783754,1,0,1,6001317,0
7678,15711977,Finch,695,France,Male,36,4,161533,1,1,0,10094091,0
7679,15690169,Meng,645,France,Male,31,7,1611717,2,1,0,1259994,1
7680,15790689,Hibbins,647,Spain,Male,32,9,8095836,1,1,1,12859073,0
7681,15665181,Chung,808,Spain,Male,25,7,0,2,0,1,2318037,0
7682,15633608,Black,641,France,Male,33,2,1461936,2,1,1,5579683,1
7683,15805261,Balashov,700,Spain,Male,29,8,0,2,0,1,15209702,0
7684,15740356,Palmer,660,Germany,Male,26,4,11502176,1,0,1,16244305,0
7685,15808223,Lea,615,Spain,Male,41,1,12677343,1,1,1,5555126,0
7686,15769980,Singleton,705,Germany,Female,40,3,9288991,1,1,1,10949669,0
7687,15675450,Burt,718,France,Male,48,9,0,2,1,1,7210563,0
7688,15776494,Siciliano,754,France,Male,61,5,14662235,1,1,1,4181522,1
7689,15592412,Sun,713,Germany,Male,45,4,13103814,1,1,0,7400504,1
7690,15777452,Sauve,587,France,Female,46,6,8882029,1,0,0,7022434,0
7691,15692258,Thompson,569,Spain,Male,31,1,11540697,1,0,0,14552822,0
7692,15791045,Boni,568,France,Female,38,3,13295192,1,0,1,12448628,0
7693,15807889,Wood,634,Germany,Male,74,5,1088917,1,1,0,1007802,0
7694,15602043,Buccho,770,Germany,Female,46,5,14178863,2,0,0,16496721,0
7695,15807335,Spencer,676,Spain,Female,64,4,11695432,1,1,1,9114948,0
7696,15629985,Eidson,723,Germany,Female,47,10,90450,2,0,0,10337931,1
7697,15679453,Hung,614,Germany,Female,39,8,12599722,1,1,1,12804934,1
7698,15637315,Melvin,601,Spain,Female,41,3,0,2,1,0,5434283,0
7699,15691513,Dawkins,592,France,Male,60,9,0,4,1,1,1361401,1
7700,15622289,Rizzo,605,Spain,Female,36,9,0,2,0,1,3552163,0
7701,15715184,Capon,752,Spain,Female,31,4,14463786,2,1,0,4049672,0
7702,15702801,Ts'ao,677,France,Female,29,3,8661635,1,0,0,919039,1
7703,15719931,Johnstone,850,France,Male,31,8,0,2,1,0,1786677,0
7704,15806081,Fleming,608,Germany,Female,48,2,12792425,2,1,0,3220261,0
7705,15796336,Chang,786,Spain,Female,34,9,0,2,1,0,11703432,0
7706,15647306,Gibbs,777,France,Female,29,9,13124061,1,1,1,16374609,1
7707,15742369,Rita,667,Spain,Male,31,5,0,2,1,1,2034669,0
7708,15655859,Munro,848,Spain,Male,35,5,12004674,2,1,0,8471065,0
7709,15675650,Duncan,486,France,Female,39,8,9781936,1,0,1,12053131,0
7710,15574119,Okwuadigbo,598,Spain,Female,64,1,6297993,1,1,1,15227357,0
7711,15754168,McIntosh,506,France,Female,40,3,0,1,1,1,14434558,0
7712,15763029,Ch'iu,612,Germany,Male,46,9,16145003,1,1,1,96961,1
7713,15765048,Watt,545,France,Male,30,3,0,2,1,0,17030743,0
7714,15786215,Udinese,793,France,Male,56,8,11949625,2,1,0,2988099,0
7715,15707559,Clark,682,France,Female,30,9,0,2,1,1,19510491,0
7716,15582129,Hsia,517,France,Male,62,1,4377266,3,1,0,18775624,1
7717,15687540,Obiuto,684,France,Male,32,9,10024941,2,0,1,6759969,0
7718,15787196,T'ien,692,Spain,Male,46,2,0,2,1,1,10598309,0
7719,15670898,McKenzie,740,France,Female,60,5,10802808,2,0,0,2598042,1
7720,15775433,Tang,666,Germany,Male,71,1,5301329,2,1,1,11222264,0
7721,15700693,Tu,693,France,Male,68,2,0,2,1,1,5986496,0
7722,15677955,Tsui,757,Germany,Male,33,1,12208867,1,1,0,4258109,0
7723,15570086,Lynch,684,Germany,Male,18,9,90544,1,0,1,477723,0
7724,15794875,Hung,691,Spain,Male,35,6,0,2,0,1,17803817,0
7725,15673591,Oluchukwu,842,France,Male,44,3,14125218,4,0,1,12852116,1
7726,15631756,Tuan,482,France,Female,35,5,14781305,2,0,0,10902972,0
7727,15757617,Lewis,735,France,Male,55,6,13414068,1,1,0,226788,0
7728,15612729,Chidiebere,681,France,Female,63,7,0,2,1,1,5505448,0
7729,15637857,Woolacott,616,France,Female,31,8,0,1,0,1,7645617,0
7730,15681007,Yen,850,France,Female,35,2,12854849,4,1,0,7547895,1
7731,15593622,Service,635,France,Male,43,10,12219821,2,0,1,17914454,0
7732,15629273,Lin,638,Germany,Male,42,8,14517784,1,1,0,19347174,1
7733,15765846,Chuang,820,Spain,Female,31,2,9422253,1,1,0,1035708,0
7734,15596013,Akhtar,694,Germany,Female,58,1,14321222,1,0,0,10262856,1
7735,15722473,Faulkner,713,France,Male,41,3,0,2,1,0,5577204,0
7736,15774936,Liang,543,Germany,Male,41,6,14335041,1,1,1,19207016,1
7737,15685640,Dancy,649,France,Female,41,3,13093183,1,1,1,14480837,0
7738,15566563,Duigan,777,France,Female,30,4,13785131,1,1,0,500823,1
7739,15768746,McLean,561,France,Male,33,6,0,2,0,0,17368039,0
7740,15689952,Zuyeva,724,Spain,Male,41,5,0,1,0,1,11575394,0
7741,15725906,Hankinson,665,Spain,Female,51,8,0,1,1,1,3892848,1
7742,15634501,Wei,441,France,Male,60,1,14061415,1,0,1,17438123,0
7743,15571940,Afamefula,579,Spain,Male,22,3,11868057,1,1,1,498298,0
7744,15741643,Chiang,777,Germany,Male,35,7,12291769,1,1,1,7616968,0
7745,15806822,Myers,739,France,Female,36,0,0,2,0,0,13346557,0
7746,15701166,Chinedum,660,France,Male,40,5,13175411,2,1,1,3876161,0
7747,15718531,Ukaegbunam,554,France,Female,35,8,0,2,1,1,17677946,0
7748,15628308,Akubundu,850,France,Female,24,6,0,2,1,1,131599,0
7749,15585287,Sal,842,Germany,Female,35,9,11994809,1,1,0,4821797,1
7750,15781619,Stevenson,785,France,Female,38,1,0,1,1,0,13496485,1
7751,15805162,Sutherland,550,France,Male,25,0,0,2,1,1,18422111,0
7752,15588535,Ts'ao,750,Spain,Female,39,6,0,2,0,0,1926433,0
7753,15775307,Sung,490,Spain,Female,38,3,972661,1,1,1,9279723,0
7754,15777616,Pisani,605,Germany,Male,28,10,11369083,1,1,0,3311424,0
7755,15692291,Hs?eh,563,Spain,Female,42,6,9905622,2,1,0,15434795,1
7756,15680843,Sherrod,675,France,Male,34,8,0,2,1,1,18484221,0
7757,15606232,Holloway,621,Spain,Female,36,7,11633868,1,1,1,15574348,0
7758,15641585,Newton,850,France,Male,40,6,9733999,1,0,1,8881525,0
7759,15684358,Kang,711,France,Male,41,3,0,2,1,1,19374757,0
7760,15806389,Walton,549,Germany,Female,55,1,13759231,2,0,1,11654802,1
7761,15641860,Bradley,764,Germany,Male,34,6,10876027,2,1,0,16632479,1
7762,15814237,Watkins,627,Germany,Male,30,3,12877088,2,1,1,4019901,0
7763,15808780,Tien,850,France,Female,34,2,0,2,0,0,5191904,0
7764,15767064,Davide,614,Spain,Female,36,1,4405484,1,1,1,7332908,0
7765,15751177,Milne,685,Germany,Female,44,2,11965753,1,1,0,14538705,1
7766,15613427,Barling,683,Germany,Female,49,7,10879763,2,0,0,14076318,0
7767,15647259,Barnett,643,Spain,Male,35,2,0,2,0,0,6797935,0
7768,15748660,Ellis,561,Germany,Female,49,1,10202532,1,1,0,13305164,1
7769,15726695,Hsia,601,Spain,Female,20,9,12244661,2,1,0,867919,0
7770,15757473,Chukwujamuike,766,France,Female,27,7,15878667,2,0,1,4757925,0
7771,15809509,Venables,699,France,Male,29,3,12568929,1,1,1,15162371,0
7772,15715512,Hsia,850,Germany,Male,29,1,15464041,1,1,1,16403951,0
7773,15614168,Alexander,792,Germany,Female,50,4,14671076,1,1,0,165284,1
7774,15679818,Yuan,636,Germany,Male,67,7,13670935,1,0,1,667531,1
7775,15609928,Johnston,850,Germany,Male,43,5,12930509,2,0,1,1924458,0
7776,15731246,Hobler,628,Spain,Male,40,10,0,2,1,0,10383258,0
7777,15685243,Jamieson,736,France,Female,63,10,0,2,0,1,5027,0
7778,15638730,Macleod,711,France,Female,21,0,8284433,2,0,1,140868,0
7779,15697034,Norris,583,Spain,Female,22,2,0,2,0,1,598536,0
7780,15699225,Pirozzi,757,France,Male,46,0,0,2,1,0,3746005,0
7781,15677387,Folliero,749,Germany,Female,33,10,7669222,1,0,1,3039643,0
7782,15759184,Russell,705,France,Male,34,7,11771584,1,1,0,249867,0
7783,15595991,Hsiung,585,France,Male,54,8,8710532,1,1,1,5534614,0
7784,15681332,Tate,437,France,Female,43,6,0,1,1,0,14833097,1
7785,15756299,Davis,741,France,Female,64,2,6931116,1,1,1,5923772,0
7786,15750547,Bair,738,France,Male,26,9,0,2,1,1,4864494,0
7787,15566380,Drury,586,Spain,Female,33,10,6694867,2,1,1,14075903,0
7788,15675963,Padovano,627,France,Female,57,9,0,2,1,1,10771242,0
7789,15674671,Conway,551,Spain,Male,76,2,12841071,2,1,1,18171873,0
7790,15621466,Waters,606,Germany,Male,38,3,9989753,1,0,0,3705465,0
7791,15607176,Kang,674,France,Male,22,3,0,1,1,1,17394059,0
7792,15570299,Martin,584,Germany,Female,31,6,15262234,1,1,0,992988,0
7793,15613197,Ugochukwutubelum,590,France,Male,40,8,0,2,1,0,6293303,0
7794,15798885,Burns,585,France,Male,56,4,13822719,2,1,1,5528784,0
7795,15714883,Genovese,508,France,Female,25,2,11139553,1,0,1,4819706,0
7796,15604497,Beale,458,Germany,Male,44,7,8438657,1,1,0,17864273,0
7797,15773949,Cherkasova,692,France,Female,36,3,0,2,1,1,828222,0
7798,15774164,Coles,502,Germany,Male,33,5,17467365,2,1,0,3330056,0
7799,15774127,Potter,518,France,Male,46,3,0,2,1,0,7651579,0
7800,15619016,McMinn,660,Germany,Male,46,5,10901965,2,1,1,3368056,0
7801,15795759,Bergamaschi,698,Germany,Female,52,1,10790675,1,1,0,16888639,1
7802,15798844,Chijindum,678,France,Male,54,7,12891497,1,0,0,19174623,1
7803,15717962,Ch'iu,773,Spain,Male,63,9,11117983,1,1,1,9309102,0
7804,15691504,Yusupova,619,Germany,Female,52,8,12409913,1,0,0,2390452,0
7805,15693893,Davis,684,Germany,Male,59,9,12247109,1,0,1,1580707,0
7806,15672499,Iadanza,635,France,Male,34,3,1346924,2,1,1,8377302,0
7807,15750410,Jordan,680,France,Female,25,4,1238165,1,1,1,9016235,0
7808,15568904,Kruglova,608,Germany,Male,34,3,10628854,1,1,1,3663925,0
7809,15649033,Echezonachukwu,603,Germany,Female,55,7,12772325,2,1,0,13946911,1
7810,15780989,Hajek,579,Spain,Male,43,2,14584382,1,1,1,19840237,1
7811,15771059,Welch,756,Germany,Female,34,2,14820072,1,0,0,19458448,0
7812,15687852,Vinogradoff,611,France,Male,30,2,10414565,1,0,0,15962964,0
7813,15695280,Hung,532,Germany,Male,24,8,14275525,1,0,0,3423148,0
7814,15592751,Okwudiliolisa,684,Germany,Female,63,3,8124579,1,1,0,6964331,1
7815,15598338,Mays,647,Germany,Female,33,3,16856046,2,0,0,9027016,0
7816,15735784,Gardner,583,France,Male,38,8,0,1,1,0,4784856,0
7817,15629128,Mamelu,774,Germany,Male,42,2,13219394,2,1,1,16286552,0
7818,15642870,Ross,677,France,Male,58,9,0,1,0,1,1686504,0
7819,15637977,Barese,542,Germany,Male,25,8,1393301,1,0,0,5437237,0
7820,15600792,Swayne,613,Spain,Male,29,0,0,2,0,1,13389732,0
7821,15576131,Phillips,666,France,Male,40,5,0,2,1,0,14787805,0
7822,15686588,Manfrin,777,France,Female,28,2,1345715,1,0,1,11831338,0
7823,15761018,Tan,581,Germany,Male,50,2,1438292,2,1,0,18122424,1
7824,15616029,Adams,705,France,Male,32,7,0,2,1,0,792157,0
7825,15761149,Teng,673,France,Female,44,8,13344497,1,0,1,570819,0
7826,15802758,Chinwendu,594,Germany,Female,23,4,10475384,2,1,0,5675652,1
7827,15647838,Davison,648,Germany,Female,51,2,11657484,1,1,0,412104,1
7828,15735968,Hsing,605,France,Male,41,10,0,2,0,1,9721309,0
7829,15581286,Castro,734,France,Female,40,9,1769148,1,1,1,1279923,0
7830,15625445,Parkin,572,France,Female,36,8,6834818,2,0,1,5040032,0
7831,15600173,Manna,595,France,Female,33,9,0,2,1,1,4144786,0
7832,15635143,Fennescey,749,France,Male,42,2,5672683,2,0,1,18554335,0
7833,15664849,Colon,573,Spain,Male,46,3,6526923,1,0,1,18998865,1
7834,15762455,Yeh,624,Spain,Male,33,6,6622017,1,0,1,17081901,0
7835,15797165,Bergamaschi,703,France,Male,56,9,0,1,0,0,8554733,1
7836,15788189,Matveyeva,665,France,Female,41,8,9614755,1,1,0,13703797,0
7837,15780492,Ignatyeva,648,France,Male,42,4,0,2,1,0,1928314,0
7838,15678497,Lederer,850,Spain,Male,48,2,0,1,1,0,1694253,1
7839,15588560,Nwabugwu,569,Germany,Female,32,8,14533043,1,1,1,13203865,0
7840,15606003,Abramowitz,566,France,Female,21,3,0,2,1,1,362647,0
7841,15611756,Chapman,537,Germany,Female,47,4,12419228,2,1,1,5088151,0
7842,15789563,Fiorentino,706,Germany,Female,46,7,11128818,1,1,1,14917025,1
7843,15702416,Cecil,734,France,Male,43,7,10780567,1,0,0,18250568,0
7844,15766288,Ikechukwu,586,Germany,Female,36,5,10370069,1,1,0,19407256,1
7845,15667633,Allen,612,France,Female,38,1,0,2,1,1,920921,0
7846,15622774,Kao,648,France,Male,34,0,0,1,1,1,16793181,0
7847,15755416,Hart,557,France,Female,27,3,8773908,1,1,1,12309656,0
7848,15769915,Charlton,643,Spain,Female,20,0,13331334,1,1,1,396569,0
7849,15643908,Turnbull,433,France,Female,49,10,0,1,1,1,8771161,0
7850,15627395,Manners,643,Germany,Male,41,7,15490266,1,1,1,4966728,0
7851,15679663,Chiazagomekpere,488,France,Female,36,0,0,2,1,0,13667522,0
7852,15651581,Lavrentyev,758,Germany,Male,68,6,11259585,1,1,0,3586544,1
7853,15596379,Wallace,743,Germany,Male,39,3,11969575,1,0,1,2613613,0
7854,15746674,Miller,730,France,Female,47,7,0,1,1,0,3337326,1
7855,15801256,Bazhenov,746,Spain,Male,49,7,0,2,0,1,1009625,0
7856,15663808,Ifesinachi,666,Germany,Female,59,8,15261451,2,1,1,1887823,0
7857,15598521,Ma,580,Germany,Female,33,7,13164701,2,0,0,7977519,0
7858,15621457,Chu,850,France,Male,27,6,9665472,2,0,0,15274016,0
7859,15764726,Kerr,563,France,Male,22,3,13758304,1,0,1,579185,0
7860,15646374,Wynne,766,Germany,Female,28,3,6271784,2,1,1,1318243,0
7861,15716501,Moon,659,France,Male,32,9,9537713,1,0,1,18755124,0
